url,source,title,authors,date_published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1512.02595,A 06-2022 csv,Deep Speech 2: End-to-End Speech Recognition in English and Mandarin,"Amodei, Dario; Anubhai, Rishita; Battenberg, Eric; Case, Carl; Casper, Jared; Catanzaro, Bryan; Chen, Jingdong; Chrzanowski, Mike; Coates, Adam; Diamos, Greg; Elsen, Erich; Engel, Jesse; Fan, Linxi; Fougner, Christopher; Han, Tony; Hannun, Awni; Jun, Billy; LeGresley, Patrick; Lin, Libby; Narang, Sharan; Ng, Andrew; Ozair, Sherjil; Prenger, Ryan; Raiman, Jonathan; Satheesh, Sanjeev; Seetapun, David; Sengupta, Shubho; Wang, Yi; Wang, Zhiqian; Wang, Chong; Xiao, Bo; Yogatama, Dani; Zhan, Jun; Zhu, Zhenyao",2015-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1512.05832,A 06-2022 csv,"Learning the Preferences of Ignorant, Inconsistent Agents","Evans, Owain; Stuhlmueller, Andreas; Goodman, Noah D.",2015-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1602.04019,A 06-2022 csv,Energetics of the brain and AI,"Sandberg, Anders",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1602.04184,A 06-2022 csv,"Parametric Bounded L\""ob's Theorem and Robust Cooperation of Bounded Agents","Critch, Andrew",2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1602.04938,A 06-2022 csv,"""Why Should I Trust You?"": Explaining the Predictions of Any Classifier","Ribeiro, Marco Tulio; Singh, Sameer; Guestrin, Carlos",2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1604.00289,A 06-2022 csv,Building Machines That Learn and Think Like People,"Lake, Brenden M.; Ullman, Tomer D.; Tenenbaum, Joshua B.; Gershman, Samuel J.",2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1604.05280,A 06-2022 csv,Asymptotic Convergence in Online Learning with Unbounded Delays,"Garrabrant, Scott; Soares, Nate; Taylor, Jessica",2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1604.05288,A 06-2022 csv,Inductive Coherence,"Garrabrant, Scott; Fallenstein, Benya; Demski, Abram; Soares, Nate",2016-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1604.06963,A 06-2022 csv,Limits to Verification and Validation of Agentic Behavior,"Jilk, David J.",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1605.03142,A 06-2022 csv,Self-Modification of Policy and Utility Function in Rational Agents,"Everitt, Tom; Filan, Daniel; Daswani, Mayank; Hutter, Marcus",2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1605.03143,A 06-2022 csv,Avoiding Wireheading with Value Reinforcement Learning,"Everitt, Tom; Hutter, Marcus",2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1606.01540,A 06-2022 csv,OpenAI Gym,"Brockman, Greg; Cheung, Vicki; Pettersson, Ludwig; Schneider, Jonas; Schulman, John; Tang, Jie; Zaremba, Wojciech",2016-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1606.03137,A 06-2022 csv,Cooperative Inverse Reinforcement Learning,"Hadfield-Menell, Dylan; Dragan, Anca; Abbeel, Pieter; Russell, Stuart",2016-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1606.05374,A 06-2022 csv,Avoiding Imposters and Delinquents: Adversarial Crowdsourcing and Peer Prediction,"Steinhardt, Jacob; Valiant, Gregory; Charikar, Moses",2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1606.06565,A 06-2022 csv,Concrete Problems in AI Safety,"Amodei, Dario; Olah, Chris; Steinhardt, Jacob; Christiano, Paul; Schulman, John; Mané, Dan",2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1606.07092,A 06-2022 csv,Artificial Fun: Mapping Minds to the Space of Fun,"Ziesche, Soenke; Yampolskiy, Roman V.",2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1607.08289,A 06-2022 csv,Mammalian Value Systems,"Sarma, Gopal P.; Hay, Nick J.",2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1608.04112,A 06-2022 csv,Optimal Polynomial-Time Estimators: A Bayesian Notion of Approximation Algorithm,"Kosoy, Vanessa; Appel, Alexander",2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1609.03543,A 06-2022 csv,Logical Induction,"Garrabrant, Scott; Benson-Tilsen, Tsvi; Critch, Andrew; Soares, Nate; Taylor, Jessica",2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1609.04994,A 06-2022 csv,Exploration Potential,"Leike, Jan",2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1609.08144,A 06-2022 csv,Google's Neural Machine Translation System: Bridging the Gap between Human and Machine Translation,"Wu, Yonghui; Schuster, Mike; Chen, Zhifeng; Le, Quoc V.; Norouzi, Mohammad; Macherey, Wolfgang; Krikun, Maxim; Cao, Yuan; Gao, Qin; Macherey, Klaus; Klingner, Jeff; Shah, Apurva; Johnson, Melvin; Liu, Xiaobing; Kaiser, Łukasz; Gouws, Stephan; Kato, Yoshikiyo; Kudo, Taku; Kazawa, Hideto; Stevens, Keith; Kurian, George; Patil, Nishant; Wang, Wei; Young, Cliff; Smith, Jason; Riesa, Jason; Rudnick, Alex; Vinyals, Oriol; Corrado, Greg; Hughes, Macduff; Dean, Jeffrey",2016-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1610.02357,A 06-2022 csv,Xception: Deep Learning with Depthwise Separable Convolutions,"Chollet, François",2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1610.07997,A 06-2022 csv,Artificial Intelligence Safety and Cybersecurity: a Timeline of AI Failures,"Yampolskiy, Roman V.; Spellchecker, M. S.",2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1611.01578,A 06-2022 csv,Neural Architecture Search with Reinforcement Learning,"Zoph, Barret; Le, Quoc V.",2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1611.08219,A 06-2022 csv,The Off-Switch Game,"Hadfield-Menell, Dylan; Dragan, Anca; Abbeel, Pieter; Russell, Stuart",2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1612.01474,A 06-2022 csv,Simple and Scalable Predictive Uncertainty Estimation using Deep Ensembles,"Lakshminarayanan, Balaji; Pritzel, Alexander; Blundell, Charles",2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1701.01302,A 06-2022 csv,Toward negotiable reinforcement learning: shifting priorities in Pareto optimal sequential decision-making,"Critch, Andrew",2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1701.06049,A 06-2022 csv,Interactive Learning from Policy-Dependent Human Feedback,"MacGlashan, James; Ho, Mark K.; Loftin, Robert; Peng, Bei; Roberts, David; Taylor, Matthew E.; Littman, Michael L.",2017-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1702.03465,A 06-2022 csv,Enabling Robots to Communicate their Objectives,"Huang, Sandy H.; Held, David; Abbeel, Pieter; Dragan, Anca D.",2017-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1702.08608,A 06-2022 csv,Towards A Rigorous Science of Interpretable Machine Learning,"Doshi-Velez, Finale; Kim, Been",2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1703.03717,A 06-2022 csv,Right for the Right Reasons: Training Differentiable Models by Constraining their Explanations,"Ross, Andrew Slavin; Hughes, Michael C.; Doshi-Velez, Finale",2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1703.06856,A 06-2022 csv,Counterfactual Fairness,"Kusner, Matt J.; Loftus, Joshua R.; Russell, Chris; Silva, Ricardo",2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1703.10987,A 06-2022 csv,On the Impossibility of Supersized Machines,"Garfinkel, Ben; Brundage, Miles; Filan, Daniel; Flynn, Carrick; Luketina, Jelena; Page, Michael; Sandberg, Anders; Snyder-Beattie, Andrew; Tegmark, Max",2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1704.02882,A 06-2022 csv,Dynamic Safe Interruptibility for Decentralized Multi-Agent Reinforcement Learning,"Mhamdi, El Mahdi El; Guerraoui, Rachid; Hendrikx, Hadrien; Maurer, Alexandre",2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1705.03394,A 06-2022 csv,That is not dead which can eternal lie: the aestivation hypothesis for resolving Fermi's paradox,"Sandberg, Anders; Armstrong, Stuart; Cirkovic, Milan M.",2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1705.04226,A 06-2022 csv,Robot Planning with Mathematical Models of Human State and Action,"Dragan, Anca D.",2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1705.04630,A 06-2022 csv,Forecasting using incomplete models,"Kosoy, Vanessa",2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1705.08417,A 06-2022 csv,Reinforcement Learning with a Corrupted Reward Channel,"Everitt, Tom; Krakovna, Victoria; Orseau, Laurent; Hutter, Marcus; Legg, Shane",2017-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1705.08439,A 06-2022 csv,Thinking Fast and Slow with Deep Learning and Tree Search,"Anthony, Thomas; Tian, Zheng; Barber, David",2017-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1705.08807,A 06-2022 csv,When Will AI Exceed Human Performance? Evidence from AI Experts,"Grace, Katja; Salvatier, John; Dafoe, Allan; Zhang, Baobao; Evans, Owain",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1705.09990,A 06-2022 csv,Should Robots be Obedient?,"Milli, Smitha; Hadfield-Menell, Dylan; Dragan, Anca; Russell, Stuart",2017-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1705.10557,A 06-2022 csv,Universal Reinforcement Learning Algorithms: Survey and Experiments,"Aslanides, John; Leike, Jan; Hutter, Marcus",2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1705.10720,A 06-2022 csv,Low Impact Artificial Intelligences,"Armstrong, Stuart; Levinstein, Benjamin",2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1706.03741,A 06-2022 csv,Deep reinforcement learning from human preferences,"Christiano, Paul; Leike, Jan; Brown, Tom B.; Martic, Miljan; Legg, Shane; Amodei, Dario",2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1706.03762,A 06-2022 csv,Attention Is All You Need,"Vaswani, Ashish; Shazeer, Noam; Parmar, Niki; Uszkoreit, Jakob; Jones, Llion; Gomez, Aidan N.; Kaiser, Lukasz; Polosukhin, Illia",2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1707.05173,A 06-2022 csv,Trial without Error: Towards Safe Reinforcement Learning via Human Intervention,"Saunders, William; Sastry, Girish; Stuhlmueller, Andreas; Evans, Owain",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1707.06354,A 06-2022 csv,Pragmatic-Pedagogic Value Alignment,"Fisac, Jaime F.; Gates, Monica A.; Hamrick, Jessica B.; Liu, Chang; Hadfield-Menell, Dylan; Palaniappan, Malayandi; Malik, Dhruv; Sastry, S. Shankar; Griffiths, Thomas L.; Dragan, Anca D.",2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1707.08476,A 06-2022 csv,Guidelines for Artificial Intelligence Containment,"Babcock, James; Kramar, Janos; Yampolskiy, Roman V.",2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1707.08747,A 06-2022 csv,A Formal Approach to the Problem of Logical Non-Omniscience,"Garrabrant, Scott; Benson-Tilsen, Tsvi; Critch, Andrew; Soares, Nate; Taylor, Jessica",2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1709.06166,A 06-2022 csv,DropoutDAgger: A Bayesian Approach to Safe Imitation Learning,"Menda, Kunal; Driggs-Campbell, Katherine; Kochenderfer, Mykel J.",2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1709.06275,A 06-2022 csv,Incorrigibility in the CIRL Framework,"Carey, Ryan",2018-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1709.10163,A 06-2022 csv,Deep TAMER: Interactive Agent Shaping in High-Dimensional State Spaces,"Warnell, Garrett; Waytowich, Nicholas; Lawhern, Vernon; Stone, Peter",2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1710.05060,A 06-2022 csv,Functional Decision Theory: A New Theory of Instrumental Rationality,"Yudkowsky, Eliezer; Soares, Nate",2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1710.11248,A 06-2022 csv,Learning Robust Rewards with Adversarial Inverse Reinforcement Learning,"Fu, Justin; Luo, Katie; Levine, Sergey",2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1711.00363,A 06-2022 csv,Servant of Many Masters: Shifting priorities in Pareto-optimal sequential decision-making,"Critch, Andrew; Russell, Stuart",2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1711.02827,A 06-2022 csv,Inverse Reward Design,"Hadfield-Menell, Dylan; Milli, Smitha; Abbeel, Pieter; Russell, Stuart; Dragan, Anca",2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1711.05541,A 06-2022 csv,Good and safe uses of AI Oracles,"Armstrong, Stuart; O'Rorke, Xavier",2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1711.06782,A 06-2022 csv,Leave no Trace: Learning to Reset for Safe and Autonomous Reinforcement Learning,"Eysenbach, Benjamin; Gu, Shixiang; Ibarz, Julian; Levine, Sergey",2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1711.07356,A 06-2022 csv,Evaluating Robustness of Neural Networks with Mixed Integer Programming,"Tjeng, Vincent; Xiao, Kai; Tedrake, Russ",2019-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1711.09883,A 06-2022 csv,AI Safety Gridworlds,"Leike, Jan; Martic, Miljan; Krakovna, Victoria; Ortega, Pedro A.; Everitt, Tom; Lefrancq, Andrew; Orseau, Laurent; Legg, Shane",2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1712.04172,A 06-2022 csv,A Low-Cost Ethics Shaping Approach for Designing Reinforcement Learning Agents,"Wu, Yueh-Hua; Lin, Shou-De",2018-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1712.04307,A 06-2022 csv,AI Safety and Reproducibility: Establishing Robust Foundations for the Neuropsychology of Human Values,"Sarma, Gopal P.; Hay, Nick J.; Safron, Adam",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
